gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
1424691466	906e6978-e292-4a8b-9c39-adf6bb0f3323	urn:adu:sabap2:rid9280599	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA		dd862d06-e6e9-4ab9-bc86-c875cc148c1f	-33.79125	18.374583							2017-01-07T01:00Z	7	1	2017	5229384	5229384	HUMAN_OBSERVATION	ADU	SABAP2	urn:adu:sabap2:rid9280599		Ms B Braimoh	CC_BY_4_0		Ms B Braimoh			2017-01-14T16:40Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1424677282	906e6978-e292-4a8b-9c39-adf6bb0f3323	urn:adu:sabap2:rid9262165	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA		dd862d06-e6e9-4ab9-bc86-c875cc148c1f	-34.374583	18.957917							2017-01-04T01:00Z	4	1	2017	5229384	5229384	HUMAN_OBSERVATION	ADU	SABAP2	urn:adu:sabap2:rid9262165		Mrs D. Andrag	CC_BY_4_0		Mrs D. Andrag			2017-01-14T16:40Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1424668870	906e6978-e292-4a8b-9c39-adf6bb0f3323	urn:adu:sabap2:rid9252927	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA		dd862d06-e6e9-4ab9-bc86-c875cc148c1f	-33.707917	26.54125							2016-12-29T01:00Z	29	12	2016	5229384	5229384	HUMAN_OBSERVATION	ADU	SABAP2	urn:adu:sabap2:rid9252927		Mr C Groenewald	CC_BY_4_0		Mr C Groenewald			2017-01-14T16:39Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1424653197	906e6978-e292-4a8b-9c39-adf6bb0f3323	urn:adu:sabap2:rid9235233	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA		dd862d06-e6e9-4ab9-bc86-c875cc148c1f	-34.374583	18.874583							2016-12-26T01:00Z	26	12	2016	5229384	5229384	HUMAN_OBSERVATION	ADU	SABAP2	urn:adu:sabap2:rid9235233		Mr S Theron	CC_BY_4_0		Mr S Theron			2017-01-14T16:39Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1424640441	906e6978-e292-4a8b-9c39-adf6bb0f3323	urn:adu:sabap2:rid9219451	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA		dd862d06-e6e9-4ab9-bc86-c875cc148c1f	-33.79125	18.374583							2016-12-30T01:00Z	30	12	2016	5229384	5229384	HUMAN_OBSERVATION	ADU	SABAP2	urn:adu:sabap2:rid9219451		Ms B Braimoh	CC_BY_4_0		Ms B Braimoh			2017-01-14T16:39Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1424627826	906e6978-e292-4a8b-9c39-adf6bb0f3323	urn:adu:sabap2:rid9204198	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA		dd862d06-e6e9-4ab9-bc86-c875cc148c1f	-34.374583	18.874583							2016-12-28T01:00Z	28	12	2016	5229384	5229384	HUMAN_OBSERVATION	ADU	SABAP2	urn:adu:sabap2:rid9204198		Mr P Verster	CC_BY_4_0		Mr P Verster			2017-01-14T16:39Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1424623337	906e6978-e292-4a8b-9c39-adf6bb0f3323	urn:adu:sabap2:rid9197472	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA		dd862d06-e6e9-4ab9-bc86-c875cc148c1f	-33.79125	18.374583							2016-12-24T01:00Z	24	12	2016	5229384	5229384	HUMAN_OBSERVATION	ADU	SABAP2	urn:adu:sabap2:rid9197472		Ms B Braimoh	CC_BY_4_0		Ms B Braimoh			2017-01-14T16:39Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1424618250	906e6978-e292-4a8b-9c39-adf6bb0f3323	urn:adu:sabap2:rid9191414	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA		dd862d06-e6e9-4ab9-bc86-c875cc148c1f	-34.124583	18.79125							2016-12-24T01:00Z	24	12	2016	5229384	5229384	HUMAN_OBSERVATION	ADU	SABAP2	urn:adu:sabap2:rid9191414		Mr A Hester	CC_BY_4_0		Mr A Hester			2017-01-14T16:39Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1424606138	906e6978-e292-4a8b-9c39-adf6bb0f3323	urn:adu:sabap2:rid9176673	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA		dd862d06-e6e9-4ab9-bc86-c875cc148c1f	-33.79125	25.707917							2016-12-22T01:00Z	22	12	2016	5229384	5229384	HUMAN_OBSERVATION	ADU	SABAP2	urn:adu:sabap2:rid9176673		Dr P Martin	CC_BY_4_0		Dr P Martin			2017-01-14T16:38Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1424605828	906e6978-e292-4a8b-9c39-adf6bb0f3323	urn:adu:sabap2:rid9176394	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA		dd862d06-e6e9-4ab9-bc86-c875cc148c1f	-33.79125	18.374583							2016-12-20T01:00Z	20	12	2016	5229384	5229384	HUMAN_OBSERVATION	ADU	SABAP2	urn:adu:sabap2:rid9176394		Mr C Carstens	CC_BY_4_0		Mr C Carstens			2017-01-14T16:38Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1424572546	906e6978-e292-4a8b-9c39-adf6bb0f3323	urn:adu:sabap2:rid9136355	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA		dd862d06-e6e9-4ab9-bc86-c875cc148c1f	-33.79125	18.374583							2016-12-15T01:00Z	15	12	2016	5229384	5229384	HUMAN_OBSERVATION	ADU	SABAP2	urn:adu:sabap2:rid9136355		Ms B Braimoh	CC_BY_4_0		Ms B Braimoh			2017-01-14T16:38Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1423617797	2fd17f41-80ef-4c15-ac48-63ca89f4bb16	urn:catalog:adu:CWAC:505971-2	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA		dd862d06-e6e9-4ab9-bc86-c875cc148c1f	-32.08926	18.30181							2016-10-20T02:00Z	20	10	2016	5229384	5229384	HUMAN_OBSERVATION	ADU	CWAC	urn:catalog:adu:CWAC:505971-2	505971:2		CC_BY_NC_4_0		Mr Y. Chesselet			2017-01-05T10:53Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1416779048	906e6978-e292-4a8b-9c39-adf6bb0f3323	urn:adu:sabap2:rid9115926	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA		dd862d06-e6e9-4ab9-bc86-c875cc148c1f	-32.29125	18.29125							2016-12-04T01:00Z	4	12	2016	5229384	5229384	HUMAN_OBSERVATION	ADU	SABAP2	urn:adu:sabap2:rid9115926		Prof. P. Ryan	CC_BY_4_0		Prof. P. Ryan			2016-12-15T16:20Z		GEODETIC_DATUM_ASSUMED_WGS84
1416777907	906e6978-e292-4a8b-9c39-adf6bb0f3323	urn:adu:sabap2:rid9114284	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA		dd862d06-e6e9-4ab9-bc86-c875cc148c1f	-34.20792	18.45792							2016-12-05T01:00Z	5	12	2016	5229384	5229384	HUMAN_OBSERVATION	ADU	SABAP2	urn:adu:sabap2:rid9114284		Mr M Cronje	CC_BY_4_0		Mr M Cronje			2016-12-15T16:20Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1416769186	906e6978-e292-4a8b-9c39-adf6bb0f3323	urn:adu:sabap2:rid9102537	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA		dd862d06-e6e9-4ab9-bc86-c875cc148c1f	-33.79125	18.37458							2016-12-09T01:00Z	9	12	2016	5229384	5229384	HUMAN_OBSERVATION	ADU	SABAP2	urn:adu:sabap2:rid9102537		Ms B Braimoh	CC_BY_4_0		Ms B Braimoh			2016-12-15T16:19Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1416763811	906e6978-e292-4a8b-9c39-adf6bb0f3323	urn:adu:sabap2:rid9096516	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA		dd862d06-e6e9-4ab9-bc86-c875cc148c1f	-34.20792	18.45792							2016-11-22T01:00Z	22	11	2016	5229384	5229384	HUMAN_OBSERVATION	ADU	SABAP2	urn:adu:sabap2:rid9096516		Mr S. Fogarty	CC_BY_4_0		Mr S. Fogarty			2016-12-15T16:19Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1416762044	906e6978-e292-4a8b-9c39-adf6bb0f3323	urn:adu:sabap2:rid9094268	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA		dd862d06-e6e9-4ab9-bc86-c875cc148c1f	-34.37458	18.87458							2016-12-04T01:00Z	4	12	2016	5229384	5229384	HUMAN_OBSERVATION	ADU	SABAP2	urn:adu:sabap2:rid9094268		Mr M. Pretorius	CC_BY_4_0		Mr M. Pretorius			2016-12-15T16:19Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1416737483	906e6978-e292-4a8b-9c39-adf6bb0f3323	urn:adu:sabap2:rid9064460	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA		dd862d06-e6e9-4ab9-bc86-c875cc148c1f	-34.37458	18.87458							2016-11-30T01:00Z	30	11	2016	5229384	5229384	HUMAN_OBSERVATION	ADU	SABAP2	urn:adu:sabap2:rid9064460		Mr A J Featherstone	CC_BY_4_0		Mr A J Featherstone			2016-12-15T16:19Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1416736464	906e6978-e292-4a8b-9c39-adf6bb0f3323	urn:adu:sabap2:rid9063105	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA		dd862d06-e6e9-4ab9-bc86-c875cc148c1f	-33.79125	18.37458							2016-11-30T01:00Z	30	11	2016	5229384	5229384	HUMAN_OBSERVATION	ADU	SABAP2	urn:adu:sabap2:rid9063105		Ms B Braimoh	CC_BY_4_0		Ms B Braimoh			2016-12-15T16:19Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1416709832	906e6978-e292-4a8b-9c39-adf6bb0f3323	urn:adu:sabap2:rid9031530	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA		dd862d06-e6e9-4ab9-bc86-c875cc148c1f	-33.79125	18.37458							2016-11-24T01:00Z	24	11	2016	5229384	5229384	HUMAN_OBSERVATION	ADU	SABAP2	urn:adu:sabap2:rid9031530		Ms B Braimoh	CC_BY_4_0		Ms B Braimoh			2016-12-15T16:18Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1416705348	906e6978-e292-4a8b-9c39-adf6bb0f3323	urn:adu:sabap2:rid9026049	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA		dd862d06-e6e9-4ab9-bc86-c875cc148c1f	-33.79125	18.37458							2016-11-24T01:00Z	24	11	2016	5229384	5229384	HUMAN_OBSERVATION	ADU	SABAP2	urn:adu:sabap2:rid9026049		Prof L. Underhill	CC_BY_4_0		Prof L. Underhill			2016-12-15T16:18Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1413028300	9954f25c-ec37-414d-b22a-51c79b5b1352	B2323	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)			4c415e40-1e21-11de-9e40-a0d6ecebb8bf									1908-01-01T01:00Z			1908	5229384	5229384	PRESERVED_SPECIMEN			B2323			CC0_1_0	Helsingborgs museer				2016-12-02T14:56Z		COUNTRY_INVALID
1411751198	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS413459761	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA	Offshore--Cape trawling grounds	e2e717bf-551a-4917-bdc9-4fa0f342c530	-34.70098	18.28949							2015-01-24T01:00Z	24	1	2015	5229384	5229384	HUMAN_OBSERVATION	CLO	EBIRD	OBS413459761			CC0_1_0		obsr311304			2016-11-26T17:35Z		COORDINATE_ROUNDED
1411748781	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS413462029	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA	Rooi-Els	e2e717bf-551a-4917-bdc9-4fa0f342c530	-34.30818	18.8187							2015-01-25T01:00Z	25	1	2015	5229384	5229384	HUMAN_OBSERVATION	CLO	EBIRD	OBS413462029			CC0_1_0		obsr311304			2016-11-26T17:35Z		COORDINATE_ROUNDED
1411710213	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS413567640	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA	False Bay Seal Island Reserve	e2e717bf-551a-4917-bdc9-4fa0f342c530	-34.13731	18.58277							2013-09-01T02:00Z	1	9	2013	5229384	5229384	HUMAN_OBSERVATION	CLO	EBIRD	OBS413567640			CC0_1_0		obsr512651			2016-11-26T17:32Z		COORDINATE_ROUNDED
1411708603	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS413617871	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA	South africs	e2e717bf-551a-4917-bdc9-4fa0f342c530	-34.6803	20.2339							2009-02-10T01:00Z	10	2	2009	5229384	5229384	HUMAN_OBSERVATION	CLO	EBIRD	OBS413617871			CC0_1_0		obsr357295			2016-11-26T17:32Z		COORDINATE_ROUNDED
1411693105	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS412722976	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA	Boulders Beach	e2e717bf-551a-4917-bdc9-4fa0f342c530	-34.19797	18.45196							2012-01-11T01:00Z	11	1	2012	5229384	5229384	HUMAN_OBSERVATION	CLO	EBIRD	OBS412722976			CC0_1_0		obsr774279			2016-11-26T17:31Z		COORDINATE_ROUNDED
1411603953	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS412596379	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA	Boulders Beach	e2e717bf-551a-4917-bdc9-4fa0f342c530	-34.19797	18.45196							2001-02-15T01:00Z	15	2	2001	5229384	5229384	HUMAN_OBSERVATION	CLO	EBIRD	OBS412596379			CC0_1_0		obsr710834			2016-11-26T17:24Z		COORDINATE_ROUNDED
1411574063	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS411851214	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA	Boulders Beach	e2e717bf-551a-4917-bdc9-4fa0f342c530	-34.19797	18.45196							2010-02-11T01:00Z	11	2	2010	5229384	5229384	HUMAN_OBSERVATION	CLO	EBIRD	OBS411851214			CC0_1_0		obsr336787			2016-11-26T17:22Z		COORDINATE_ROUNDED
1411531835	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS412252674	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA	Simon's Town	e2e717bf-551a-4917-bdc9-4fa0f342c530	-34.1932	18.4317							1999-01-11T01:00Z	11	1	1999	5229384	5229384	HUMAN_OBSERVATION	CLO	EBIRD	OBS412252674			CC0_1_0		obsr636717			2016-11-26T17:20Z		
1411518978	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS411454671	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA	Table Mountain NP--Cape of Good Hope	e2e717bf-551a-4917-bdc9-4fa0f342c530	-34.29693	18.43506							2010-07-01T02:00Z	1	7	2010	5229384	5229384	HUMAN_OBSERVATION	CLO	EBIRD	OBS411454671			CC0_1_0		obsr336394			2016-11-26T17:19Z		COORDINATE_ROUNDED
1411506239	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS412051804	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA	Table Mountain NP--Cape of Good Hope	e2e717bf-551a-4917-bdc9-4fa0f342c530	-34.29693	18.43506							2010-07-01T02:00Z	1	7	2010	5229384	5229384	HUMAN_OBSERVATION	CLO	EBIRD	OBS412051804			CC0_1_0		obsr222135			2016-11-26T17:18Z		COORDINATE_ROUNDED
1411387099	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS411378664	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA	Boulders Beach	e2e717bf-551a-4917-bdc9-4fa0f342c530	-34.19797	18.45196							2015-09-01T02:00Z	1	9	2015	5229384	5229384	HUMAN_OBSERVATION	CLO	EBIRD	OBS411378664			CC0_1_0		obsr442830			2016-11-26T17:08Z		COORDINATE_ROUNDED
1411320989	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS410050607	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA	Stony Point--Penguin Colony	e2e717bf-551a-4917-bdc9-4fa0f342c530	-34.37408	18.89386							2009-10-28T01:00Z	28	10	2009	5229384	5229384	HUMAN_OBSERVATION	CLO	EBIRD	OBS410050607			CC0_1_0		obsr508255			2016-11-26T17:03Z		COORDINATE_ROUNDED
1411265747	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS408822005	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA	De Hoop Nature Reserve	e2e717bf-551a-4917-bdc9-4fa0f342c530	-34.46445	20.42736							2014-10-17T02:00Z	17	10	2014	5229384	5229384	HUMAN_OBSERVATION	CLO	EBIRD	OBS408822005			CC0_1_0		obsr428375			2016-11-26T17:00Z		COORDINATE_ROUNDED
1411228026	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS408982475	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA	Boulders Beach	e2e717bf-551a-4917-bdc9-4fa0f342c530	-34.19797	18.45196							2009-04-10T02:00Z	10	4	2009	5229384	5229384	HUMAN_OBSERVATION	CLO	EBIRD	OBS408982475			CC0_1_0		obsr543752			2016-11-26T16:59Z		COORDINATE_ROUNDED
1411046028	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS406360022	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA	Robben Island	e2e717bf-551a-4917-bdc9-4fa0f342c530	-33.80768	18.3712							2003-03-07T01:00Z	7	3	2003	5229384	5229384	HUMAN_OBSERVATION	CLO	EBIRD	OBS406360022			CC0_1_0		obsr233336			2016-11-26T16:51Z		COORDINATE_ROUNDED
1410973129	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS404919985	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA	Boulders Beach	e2e717bf-551a-4917-bdc9-4fa0f342c530	-34.19797	18.45196							2009-11-22T01:00Z	22	11	2009	5229384	5229384	HUMAN_OBSERVATION	CLO	EBIRD	OBS404919985			CC0_1_0		obsr521431			2016-11-26T16:46Z		COORDINATE_ROUNDED
1410972904	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS404826333	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA	Boulders Beach	e2e717bf-551a-4917-bdc9-4fa0f342c530	-34.19797	18.45196							2012-12-22T01:00Z	22	12	2012	5229384	5229384	HUMAN_OBSERVATION	CLO	EBIRD	OBS404826333			CC0_1_0		obsr762232			2016-11-26T16:46Z		COORDINATE_ROUNDED
1410737217	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS400598714	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA	Boulders Beach	e2e717bf-551a-4917-bdc9-4fa0f342c530	-34.19591	18.45058							2014-12-23T01:00Z	23	12	2014	5229384	5229384	HUMAN_OBSERVATION	CLO	EBIRD	OBS400598714			CC0_1_0		obsr725030			2016-11-26T16:33Z		COORDINATE_ROUNDED
1410561465	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS397998601	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA	Boulders Beach	e2e717bf-551a-4917-bdc9-4fa0f342c530	-34.19797	18.45196							2005-06-05T02:00Z	5	6	2005	5229384	5229384	HUMAN_OBSERVATION	CLO	EBIRD	OBS397998601			CC0_1_0		obsr48101			2016-11-26T16:22Z		COORDINATE_ROUNDED
1410437604	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS394782980	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA	Offshore--Cape Pt. to trawling grounds	e2e717bf-551a-4917-bdc9-4fa0f342c530	-34.53371	18.38837							2013-09-29T02:00Z	29	9	2013	5229384	5229384	HUMAN_OBSERVATION	CLO	EBIRD	OBS394782980			CC0_1_0		obsr681460			2016-11-26T16:13Z		COORDINATE_ROUNDED
1410225806	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS392298410	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA	Fish Hoek	e2e717bf-551a-4917-bdc9-4fa0f342c530	-34.1366	18.4267							2012-07-02T02:00Z	2	7	2012	5229384	5229384	HUMAN_OBSERVATION	CLO	EBIRD	OBS392298410			CC0_1_0		obsr134488			2016-11-26T16:07Z		
1410063502	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS391380395	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA	Bird Island NP	e2e717bf-551a-4917-bdc9-4fa0f342c530	-32.08912	18.30108							1999-11-01T01:00Z	1	11	1999	5229384	5229384	HUMAN_OBSERVATION	CLO	EBIRD	OBS391380395			CC0_1_0		obsr303816			2016-11-26T16:01Z		COORDINATE_ROUNDED
1410001904	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS390089949	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA	South Africa - Boulders Beach	e2e717bf-551a-4917-bdc9-4fa0f342c530	-34.19807	18.45185							2011-11-16T01:00Z	16	11	2011	5229384	5229384	HUMAN_OBSERVATION	CLO	EBIRD	OBS390089949			CC0_1_0		obsr354746			2016-11-26T15:58Z		COORDINATE_ROUNDED
1409858497	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS388977250	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus demersus		SPECIES	Spheniscus demersus (Linnaeus, 1758)	ZA	Robben Island	e2e717bf-551a-4917-bdc9-4fa0f342c530	-33.80768	18.3712							2006-12-19T01:00Z	19	12	2006	5229384	5229384	HUMAN_OBSERVATION	CLO	EBIRD	OBS388977250			CC0_1_0		obsr602590			2016-11-26T15:51Z		COORDINATE_ROUNDED
